AA19	心肺移植
IZ11	肌肉骨骼系统植入物/假体的康复照护，伴严重并发症或合并症
IZ13	肌肉骨骼系统植入物/假体的康复照护，伴并发症或合并症
IZ15	肌肉骨骼系统植入物/假体的康复照护，不伴并发症或合并症
IZ20	骨骼、肌肉、肌腱、结缔组织的其他疾病，年龄小于18岁
IZ21	骨骼、肌肉、肌腱、结缔组织的其他疾病，伴严重并发症或合并症
IZ23	骨骼、肌肉、肌腱、结缔组织的其他疾病，伴并发症或合并症
IZ25	骨骼、肌肉、肌腱、结缔组织的其他疾病，不伴并发症或合并症
JA11	乳房恶性肿瘤根治性切除伴乳房重建术，伴严重并发症或合并症
JA13	乳房恶性肿瘤根治性切除伴乳房重建术，伴并发症或合并症
JA15	乳房恶性肿瘤根治性切除伴乳房重建术，不伴并发症或合并症
JA21	乳房恶性肿瘤根治性切除术，伴严重并发症或合并症
JA23	乳房恶性肿瘤根治性切除术，伴并发症或合并症
JA25	乳房恶性肿瘤根治性切除术，不伴并发症或合并症
JB1_85.3	乳房成形手术，缩小性乳房成形术和皮下乳房切除术
JB1_85.8	乳房成形手术，乳房其他修补术和整形术
JB1_85.9	乳房成形手术，乳房其他手术
JB1_85	乳房成形手术，乳房手术
JB2_40.5	乳腺切除手术，其他淋巴结根治性切除术
JB2_85.2	乳腺切除手术，乳房组织切除术或破坏术
JB2_85.3	乳腺切除手术，缩小性乳房成形术和皮下乳房切除术
JB2_85.4	乳腺切除手术，乳房切除术
JB2_9	乳腺切除手术，其他
JB3_85	其他乳房手术，乳房手术
JB3_9	其他乳房手术，其他
JC19	颜面及其他皮肤、皮下组织成形术
JD1_86.6	皮肤移植手术，游离皮肤移植
JD1_86.7	皮肤移植手术，带蒂皮瓣或皮瓣移植
JD1_9	皮肤移植手术，其他
JD21	皮肤清创手术，伴严重并发症或合并症
JD23	皮肤清创手术，伴并发症或合并症
JD25	皮肤清创手术，不伴并发症或合并症
JJ10	皮肤、皮下组织的其他手术，年龄小于18岁
JJ1_18.2	皮肤、皮下组织的其他手术，外耳病损切除术或破坏术
JJ1_20.5	皮肤、皮下组织的其他手术，中耳其他切除术
JJ1_34.4	皮肤、皮下组织的其他手术，胸壁病损的切除术或破坏术
JJ1_54.3	皮肤、皮下组织的其他手术，腹壁或脐病损或组织的切除术或破坏术
JJ1_82.2	皮肤、皮下组织的其他手术，手部肌、腱和筋膜病损切除术
JJ1_86.2	皮肤、皮下组织的其他手术，皮肤和皮下组织病损或组织的切除术或破坏术
JJ1_86.3	皮肤、皮下组织的其他手术，皮肤和皮下组织的病损或组织其他局部切除术或破坏术
JJ1_86.4	皮肤、皮下组织的其他手术，皮肤病损根治性切除术
JJ1_86.9	皮肤、皮下组织的其他手术，皮肤和皮下组织的其他手术
JJ1_86	皮肤、皮下组织的其他手术，皮肤和皮下组织手术
JJ1_9	皮肤、皮下组织的其他手术，其他
JR17	乳房恶性肿瘤，死亡转归
JR1_C50	乳房恶性肿瘤，乳房恶性肿瘤
JR1_9	乳房恶性肿瘤，其他
JR29	皮肤、皮下组织的恶性肿瘤
JS11	重大皮肤疾病，伴严重并发症或合并症
JS13	重大皮肤疾病，伴并发症或合并症
JS15	重大皮肤疾病，不伴并发症或合并症
JS29	炎症性皮肤病
JT1_T14.1	乳房、皮肤、皮下组织创伤，身体未特指部位的开放性伤口
JT1_9	乳房、皮肤、皮下组织创伤，其他
JU11	感染性皮肤病，伴严重并发症或合并症
JU13	感染性皮肤病，伴并发症或合并症
JU15	感染性皮肤病，不伴并发症或合并症
JV10	皮肤、皮下组织的非恶性增生性病变，年龄小于18岁
JV1_D18.0	皮肤、皮下组织的非恶性增生性病变，血管瘤，任何部位
JV1_M79.8	皮肤、皮下组织的非恶性增生性病变，其他特指的软组织疾患
JV1_R22.0	皮肤、皮下组织的非恶性增生性病变，头部的局部肿胀、肿物和肿块
JV1_R22.9	皮肤、皮下组织的非恶性增生性病变，未特指的局部肿胀、肿物和肿块
JV1_D17	皮肤、皮下组织的非恶性增生性病变，良性脂肪瘤样肿瘤
JV1_9	皮肤、皮下组织的非恶性增生性病变，其他
JV2_D48.6	乳房良性病变，乳房动态未定或动态未知的肿瘤
JV2_N61.x	乳房良性病变，乳腺窦道
JV2_N63.x	乳房良性病变，乳房肿块
JV2_9	乳房良性病变，其他
JZ1_L03.1	其他皮肤及乳腺疾病，肢体其他部位的蜂窝织炎
JZ1_L72.1	其他皮肤及乳腺疾病，毛根鞘囊肿
JZ1_9	其他皮肤及乳腺疾病，其他
KB1_07.2	肾上腺手术，部分肾上腺切除术
KB1_9	肾上腺手术，其他
KC1_07.6	垂体手术，垂体切除术
KC1_9	垂体手术，其他
KD19	甲状腺、甲状旁腺大手术
KD19_n	甲状腺、甲状旁腺大手术，使用新技术新项目
KD2_06.8	甲状旁腺、甲状舌管及甲状腺其他手术，甲状旁腺切除术
KD2_06	甲状旁腺、甲状舌管及甲状腺其他手术，甲状腺和甲状旁腺的手术
KD2_9	甲状旁腺、甲状舌管及甲状腺其他手术，其他
KE1_43.8	减重手术，其他胃部分切除术
KE1_9	减重手术，其他
KJ11	因内分泌、营养、代谢疾病的其他手术，伴严重并发症或合并症
KJ13	因内分泌、营养、代谢疾病的其他手术，伴并发症或合并症
KJ15	因内分泌、营养、代谢疾病的其他手术，不伴并发症或合并症
KR11	内分泌腺体肿瘤，伴严重并发症或合并症
KR13	内分泌腺体肿瘤，伴并发症或合并症
KR15	内分泌腺体肿瘤，不伴并发症或合并症
KS17	糖尿病，死亡转归
KS1_E11.0	糖尿病，2型糖尿病伴有昏迷
KS1_E14.9	糖尿病，糖尿病不伴有并发症
KS1_R73	糖尿病，血糖水平升高
KS1_9	糖尿病，其他
KT10	内分泌、营养、代谢疾病，年龄小于18岁
KT11	内分泌、营养、代谢疾病，伴严重并发症或合并症
KT13	内分泌、营养、代谢疾病，伴并发症或合并症
KT15	内分泌、营养、代谢疾病，不伴并发症或合并症
KU11	营养失调，伴严重并发症或合并症
KU13	营养失调，伴并发症或合并症
KU15	营养失调，不伴并发症或合并症
KV11	先天性代谢异常，伴严重并发症或合并症
KV13	先天性代谢异常，伴并发症或合并症
KV15	先天性代谢异常，不伴并发症或合并症
KZ1_E11.5	其他代谢疾病，2型糖尿病伴有周围循环并发症
KZ1_E66.9	其他代谢疾病，未特指的肥胖症
KZ1_E87.1	其他代谢疾病，低渗透性和低钠血症
KZ1_E87.5	其他代谢疾病，高钾血症
KZ1_E87.6	其他代谢疾病，低钾血症
KZ1_E14	其他代谢疾病，未特指的糖尿病
KZ1_9	其他代谢疾病，其他
LA11	肾脏肿瘤手术，伴严重并发症或合并症
LA13	肾脏肿瘤手术，伴并发症或合并症
LA13_n	肾脏肿瘤手术，伴并发症或合并症，使用新技术新项目
LA15	肾脏肿瘤手术，不伴并发症或合并症
LA15_n	肾脏肿瘤手术，不伴并发症或合并症，使用新技术新项目
LA21	膀胱肿瘤手术，伴严重并发症或合并症
LA23	膀胱肿瘤手术，伴并发症或合并症
LA25	膀胱肿瘤手术，不伴并发症或合并症
LA25_n	膀胱肿瘤手术，不伴并发症或合并症，使用新技术新项目
LB1_55.0	肾脏结石手术，肾切开术和肾造口术
LB1_9	肾脏结石手术，其他
LB21	肾脏其他手术，伴严重并发症或合并症
LB23	肾脏其他手术，伴并发症或合并症
LB25	肾脏其他手术，不伴并发症或合并症
LB25_n	肾脏其他手术，不伴并发症或合并症，使用新技术新项目
LC1_56.0	输尿管手术，经尿道输尿管和肾盂梗阻去除
LC1_56.2	输尿管手术，输尿管切开术
LC1_56.4	输尿管手术，输尿管切除术
LC1_56.7	输尿管手术，输尿管其他吻合术或搭桥
LC1_56.8	输尿管手术，输尿管修补术
LC1_56.9	输尿管手术，输尿管其他手术
LC1_59.8	输尿管手术，输尿管导管插入术
LC1_9	输尿管手术，其他
LD1_04.9	膀胱其他手术，颅和周围神经的其他手术
LD1_57.0	膀胱其他手术，经尿道膀胱清除术
LD1_57.4	膀胱其他手术，经尿道膀胱组织切除术或破坏术
LD1_57.9	膀胱其他手术，膀胱其他手术
LD1_9	膀胱其他手术，其他
LE1_58.3	尿道手术，尿道病损或组织的切除术或破坏术
LE1_58.4	尿道手术，尿道修补术
LE1_58.5	尿道手术，尿道狭窄松解术
LE1_58.6	尿道手术，尿道扩张
LE1_59.5	尿道手术，耻骨后尿道悬吊术
LE1_59.7	尿道手术，压迫性尿失禁的其他修补术
LE1_58	尿道手术，尿道手术
LE1_9	尿道手术，其他
LF11	肾透析相关手术，伴严重并发症或合并症
LF13	肾透析相关手术，伴并发症或合并症
LF15	肾透析相关手术，不伴并发症或合并症
LJ11	泌尿系统其他手术，伴严重并发症或合并症
LJ13	泌尿系统其他手术，伴并发症或合并症
LJ15	泌尿系统其他手术，不伴并发症或合并症
LL17	肾透析，死亡转归
LL10	肾透析，年龄小于18岁
LL11	肾透析，伴严重并发症或合并症
LL13	肾透析，伴并发症或合并症
LL15	肾透析，不伴并发症或合并症
LR17	肾功能不全，死亡转归
LR10	肾功能不全，年龄小于18岁
LR1_N17.8	肾功能不全，其他的急性肾衰竭
LR1_T86.1	肾功能不全，肾移植失败和排斥
LR1_9	肾功能不全，其他
LS1_E85.4	肾炎及肾病，限定于器官的淀粉样变
LS1_M32.1	肾炎及肾病，狼疮性肾炎
LS1_N03.1	肾炎及肾病，慢性肾炎综合征：局灶性和节段性肾小球损害
LS1_D69	肾炎及肾病，紫癜和其他出血性情况
LS1_M31	肾炎及肾病，其他坏死性血管病
LS1_9	肾炎及肾病，其他
LT17	肾及尿路肿瘤，死亡转归
LT1_C64.x	肾及尿路肿瘤，双侧肾恶性肿瘤
LT1_C67.9	肾及尿路肿瘤，未特指的膀胱恶性肿瘤
LT1_D41.4	肾及尿路肿瘤，膀胱动态未定或动态未知的肿瘤
LT1_C65	肾及尿路肿瘤，肾盂恶性肿瘤
LT1_C66	肾及尿路肿瘤，输尿管恶性肿瘤
LT1_C67	肾及尿路肿瘤，膀胱恶性肿瘤
LT1_9	肾及尿路肿瘤，其他
LU11	肾及尿路感染，伴严重并发症或合并症
LU13	肾及尿路感染，伴并发症或合并症
LU15	肾及尿路感染，不伴并发症或合并症
LV19	代谢性肾病
LW1_N39.3	肾、尿路体征及症状，压力性尿失禁
LW1_R31.x	肾、尿路体征及症状，血尿
LW1_R33.x	肾、尿路体征及症状，尿潴留
LW1_R80.x	肾、尿路体征及症状，孤立性蛋白尿
LW1_R93.4	肾、尿路体征及症状，泌尿器官诊断性影像检查的异常所见
LW1_9	肾、尿路体征及症状，其他
LX1_N13.1	尿路结石、阻塞及尿道狭窄，肾盂积水伴有输尿管狭窄，不可归类在他处者
LX1_N13.2	尿路结石、阻塞及尿道狭窄，肾盂积水伴有肾和输尿管结石梗阻
LX1_N13.3	尿路结石、阻塞及尿道狭窄，其他和未特指的肾盂积水
LX1_N13.5	尿路结石、阻塞及尿道狭窄，输尿管扭结和狭窄不伴有肾盂积水
LX1_N20.1	尿路结石、阻塞及尿道狭窄，输尿管结石
LX1_9	尿路结石、阻塞及尿道狭窄，其他
LZ10	肾及泌尿系统其他疾病，年龄小于18岁
LZ1_N18.1	肾及泌尿系统其他疾病，慢性肾脏疾病，1期
LZ1_N18.2	肾及泌尿系统其他疾病，慢性肾脏疾病，2期
LZ1_N28.1	肾及泌尿系统其他疾病，肾囊肿
LZ1_N30.1	肾及泌尿系统其他疾病，间质性膀胱炎(慢性)
LZ1_N30.8	肾及泌尿系统其他疾病，其他的膀胱炎
LZ1_N31.9	肾及泌尿系统其他疾病，膀胱未特指的神经肌肉功能不良
LZ1_N32.8	肾及泌尿系统其他疾病，膀胱其他特指的疾患
LZ1_Q61.3	肾及泌尿系统其他疾病，未特指的多囊肾
LZ1_N28	肾及泌尿系统其他疾病，肾和输尿管的其他疾患，不可归类在他处者
LZ1_S37	肾及泌尿系统其他疾病，泌尿系和盆腔器官损伤
LZ1_Z49	肾及泌尿系统其他疾病，涉及透析的医疗
LZ1_9	肾及泌尿系统其他疾病，其他
MA11	男性生殖器官恶性肿瘤手术，伴严重并发症或合并症
MA13	男性生殖器官恶性肿瘤手术，伴并发症或合并症
MA13_n	男性生殖器官恶性肿瘤手术，伴并发症或合并症，使用新技术新项目
MA15	男性生殖器官恶性肿瘤手术，不伴并发症或合并症
MA15_n	男性生殖器官恶性肿瘤手术，不伴并发症或合并症，使用新技术新项目
MB1_60.2	前列腺手术，经尿道前列腺切除术
MB1_60.9	前列腺手术，前列腺的其他手术
MB1_60	前列腺手术，前列腺和精囊手术
MB1_9	前列腺手术，其他
MC10	阴茎手术，年龄小于18岁
MC1_64.2	阴茎手术，阴茎病损的局部切除术或破坏术
MC1_64.4	阴茎手术，阴茎修补术和整形术
MC1_9	阴茎手术，其他
MD1_62.3	睾丸手术，单侧睾丸切除术
MD1_9	睾丸手术，其他
MJ10	其他男性生殖系统手术，年龄小于18岁
MJ1_64.0	其他男性生殖系统手术，包皮环切术
MJ1_9	其他男性生殖系统手术，其他
MR17	男性生殖系统恶性肿瘤，死亡转归
MR1_D40.0	男性生殖系统恶性肿瘤，前列腺动态未定或动态未知的肿瘤
MR1_9	男性生殖系统恶性肿瘤，其他
MS19	男性生殖系统炎症
MZ1_N40.x	其他男性生殖系统疾病，前列腺增生
MZ1_N47.x	其他男性生殖系统疾病，包皮粘连
MZ1_N42	其他男性生殖系统疾病，前列腺的其他疾患
MZ1_9	其他男性生殖系统疾病，其他
NA11	女性生殖器官恶性肿瘤的广泛切除手术，伴严重并发症或合并症
NA13	女性生殖器官恶性肿瘤的广泛切除手术，伴并发症或合并症
NA15	女性生殖器官恶性肿瘤的广泛切除手术，不伴并发症或合并症
NA2_65.2	女性生殖器官恶性肿瘤除广泛切除术以外的手术，卵巢病损或卵巢组织的局部切除术或破坏术
NA2_65.6	女性生殖器官恶性肿瘤除广泛切除术以外的手术，双侧输卵管-卵巢切除术
NA2_68.4	女性生殖器官恶性肿瘤除广泛切除术以外的手术，经腹子宫全部切除术
NA2_65	女性生殖器官恶性肿瘤除广泛切除术以外的手术，卵巢手术
NA2_66	女性生殖器官恶性肿瘤除广泛切除术以外的手术，输卵管手术
NA2_9	女性生殖器官恶性肿瘤除广泛切除术以外的手术，其他
NB1_69.2	女性生殖系统重建手术，子宫支持结构修补术
NB1_70.5	女性生殖系统重建手术，膀胱膨出和直肠膨出修补术
NB1_70.7	女性生殖系统重建手术，阴道其他修补术
NB1_71.7	女性生殖系统重建手术，外阴和会阴修补术
NB1_9	女性生殖系统重建手术，其他
NC1_68	子宫(除子宫腔内病变以外)手术，子宫的其他切开术和切除术
NC1_68_n	子宫(除子宫腔内病变以外)手术，子宫的其他切开术和切除术，使用新技术新项目
NC1_9	子宫(除子宫腔内病变以外)手术，其他
ND1_65.6	附件手术，双侧输卵管-卵巢切除术
ND1_66.3	附件手术，其他双侧输卵管破坏术或闭合术
ND1_66.8	附件手术，输卵管鼓气法
ND1_9	附件手术，其他
NE1_68.2	子宫腔内病变手术，子宫病损或组织的切除术或破坏术
NE1_69.7	子宫腔内病变手术，宫内避孕装置置入
NE1_98	子宫腔内病变手术，异物或结石的非手术性去除
NF1_67.4	外阴、阴道、宫颈手术，子宫颈截断术
NF1_70.4	外阴、阴道、宫颈手术，阴道封闭术和全部切除术
NF1_71.2	外阴、阴道、宫颈手术，巴多林腺手术
NF1_9	外阴、阴道、宫颈手术，其他
NG19	辅助生殖技术
NJ1_40.5	女性生殖系统其他手术，其他淋巴结根治性切除术
NJ1_54.3	女性生殖系统其他手术，腹壁或脐病损或组织的切除术或破坏术
NJ1_54.4	女性生殖系统其他手术，腹膜组织的切除术或破坏术
NJ1_54.5	女性生殖系统其他手术，腹膜粘连松解术
NJ1_69.1	女性生殖系统其他手术，子宫和支持结构病损或组织的切除术或破坏术
NJ1_54	女性生殖系统其他手术，腹部其他手术
NJ1_9	女性生殖系统其他手术，其他
NR17	女性生殖系统恶性肿瘤，死亡转归
NR1_C54.1	女性生殖系统恶性肿瘤，子宫内膜恶性肿瘤
NR1_C56.x	女性生殖系统恶性肿瘤，双侧卵巢恶性肿瘤
NR1_D06.9	女性生殖系统恶性肿瘤，宫颈未特指的原位癌
NR1_9	女性生殖系统恶性肿瘤，其他
NS1_N73.1	女性生殖系统感染，慢性子官旁组织炎和盆腔蜂窝织炎
NS1_N73.9	女性生殖系统感染，未特指的女性盆腔炎性疾病
NS1_N75.1	女性生殖系统感染，前庭大腺脓肿
NS1_N76.4	女性生殖系统感染，外阴肿脓
NS1_N76	女性生殖系统感染，阴道和外阴的其他炎症
NS1_9	女性生殖系统感染，其他
NZ1_D25.1	女性生殖系统其他疾病，子宫壁内平滑肌瘤
NZ1_D25.9	女性生殖系统其他疾病，未特指的子宫平滑肌瘤
NZ1_N80.1	女性生殖系统其他疾病，卵巢的子宫内膜异位症
NZ1_N83.1	女性生殖系统其他疾病，黄体囊肿
NZ1_N83.2	女性生殖系统其他疾病，其他和未特指的卵巢囊肿
NZ1_N85.6	女性生殖系统其他疾病，子宫内粘连
NZ1_N91.5	女性生殖系统其他疾病，未特指的月经稀少
NZ1_N92.6	女性生殖系统其他疾病，未特指的月经不规则
NZ1_D25	女性生殖系统其他疾病，子宫平滑肌瘤
NZ1_E28	女性生殖系统其他疾病，卵巢功能障碍
NZ1_N87	女性生殖系统其他疾病，宫颈发育不良
NZ1_N88	女性生殖系统其他疾病，宫颈其他非炎性疾患
NZ1_9	女性生殖系统其他疾病，其他
OB1_74.1	剖宫产术，低位子宫下段剖宫产
OB1_9	剖宫产术，其他
OC1_72.1	阴道助产手术，低位产钳手术伴外阴切开术
OC1_72.1_n	阴道助产手术，低位产钳手术伴外阴切开术，使用新技术新项目
OC1_73.9	阴道助产手术，其他助产手术
OC1_9	阴道助产手术，其他
OC2_75.5	阴道分娩伴手术操作，子宫近期产科裂伤修补术
OC2_9	阴道分娩伴手术操作，其他
OC2_9_n	阴道分娩伴手术操作，其他，使用新技术新项目
OD1_68.2	与妊娠相关的子宫及附件手术，子宫病损或组织的切除术或破坏术
OD1_9	与妊娠相关的子宫及附件手术，其他
OD2_67.3	与妊娠相关的的外阴、阴道及宫颈手术，子宫颈病损或子宫颈组织的其他切除术或破坏术
OD2_67.5	与妊娠相关的的外阴、阴道及宫颈手术，子宫颈内口修补术
OD2_9	与妊娠相关的的外阴、阴道及宫颈手术，其他
OD2_9_n	与妊娠相关的的外阴、阴道及宫颈手术，其他，使用新技术新项目
OE1_66.9	异位妊娠手术，输卵管的其他手术
OE1_9	异位妊娠手术，其他
OF1_75.0	中期引产手术操作，羊膜腔内注射用于流产
OF1_69	中期引产手术操作，子宫和支持结构的其他手术
OF1_9	中期引产手术操作，其他
OF2_69	早期流产手术操作，子宫和支持结构的其他手术
OF2_9	早期流产手术操作，其他
OJ1_65.2	与妊娠、分娩相关的其他手术操作，卵巢病损或卵巢组织的局部切除术或破坏术
OJ1_69.0	与妊娠、分娩相关的其他手术操作，子宫扩张和刮宫术
OJ1_69.5	与妊娠、分娩相关的其他手术操作，抽吸刮宫术
OJ1_69.9	与妊娠、分娩相关的其他手术操作，子宫、子宫颈和支持结构的其他手术
OJ1_73.1	与妊娠、分娩相关的其他手术操作，其他手术引产
OJ1_73.4	与妊娠、分娩相关的其他手术操作，药物引产
OJ1_73.8	与妊娠、分娩相关的其他手术操作，对胎儿手术帮助分娩
OJ1_75.9	与妊娠、分娩相关的其他手术操作，其他产科手术
OJ1_68	与妊娠、分娩相关的其他手术操作，子宫的其他切开术和切除术
OJ1_9	与妊娠、分娩相关的其他手术操作，其他
OR11	阴道分娩，伴严重并发症或合并症
OR11_n	阴道分娩，伴严重并发症或合并症，使用新技术新项目
OR13	阴道分娩，伴并发症或合并症
OR13_n	阴道分娩，伴并发症或合并症，使用新技术新项目
OR15	阴道分娩，不伴并发症或合并症
OR15_n	阴道分娩，不伴并发症或合并症，使用新技术新项目
OS1_O72.2	产褥期相关疾病，延迟性和继发性产后出血
OS1_O90.8	产褥期相关疾病，产褥期的其他并发症，不可归类在他处者
OS1_9	产褥期相关疾病，其他
OS2_O02.1	流产相关疾病，稽留流产
OS2_O03.9	流产相关疾病， 自然流产：完全性或未特指，无并发症
OS2_O04.4	流产相关疾病，医疗性流产：不完全性，无并发症
OS2_O04.9	流产相关疾病，医疗性流产：完全性或未特指，无并发症
OS2_9	流产相关疾病，其他
OT1_O00.1	异位妊娠，输卵管妊娠
OT1_O00.9	异位妊娠，未特指的异位妊娠
OT1_O00	异位妊娠，异位妊娠
OT1_9	异位妊娠，其他
OZ1_O10.9	妊娠期相关疾病，原有未特指的高血压并发于妊娠、分娩和产褥期
OZ1_O13.x	妊娠期相关疾病，妊娠期短暂性高血压
OZ1_O24.1	妊娠期相关疾病，原有的2型糖尿病合并妊娠
OZ1_O24.3	妊娠期相关疾病，原有的未特指的糖尿病合并妊娠
OZ1_O26.6	妊娠期相关疾病，妊娠、分娩和产褥期的肝疾患
OZ1_O34.2	妊娠期相关疾病，为以前的子宫手术瘢痕给予的孕产妇医疗
OZ1_O34.3	妊娠期相关疾病，为宫颈机能不全给予的孕产妇医疗
OZ1_O36.3	妊娠期相关疾病，为胎儿缺氧体征给予的孕产妇医疗
OZ1_O36.5	妊娠期相关疾病，为胎儿生长不良给予的孕产妇医疗
OZ1_O36.8	妊娠期相关疾病，为其他特指的胎儿问题给予的孕产妇医疗
OZ1_O36.9	妊娠期相关疾病，为未特指的胎儿问题给予的孕产妇医疗
OZ1_O41.8	妊娠期相关疾病，羊水和胎膜其他特指的疾患
OZ1_O44.0	妊娠期相关疾病，前置胎盘特指为不伴有出血
OZ1_O47.1	妊娠期相关疾病，妊娠37整周或以后的假临产
OZ1_O47.9	妊娠期相关疾病，未特指的假临产
OZ1_O80.8	妊娠期相关疾病，其他的单胎顺产
OZ1_O99.0	妊娠期相关疾病，贫血并发于妊娠、分娩和产褥期
OZ1_O99.1	妊娠期相关疾病，血液和造血器官的其他疾病及涉及免疫机制的某些疾患并发于妊娠、分娩和产褥期
OZ1_O99.2	妊娠期相关疾病，内分泌、营养和代谢疾病并发于妊娠、分娩和产褥期
OZ1_O99.4	妊娠期相关疾病，循环系统疾病并发于妊娠、分娩和产褥期
OZ1_O99.8	妊娠期相关疾病，其他特指的疾病和情况并发于妊娠、分娩和产褥期
OZ1_Z34.0	妊娠期相关疾病，首次正常妊娠的监督
OZ1_Z34.8	妊娠期相关疾病，其他正常妊娠的监督
OZ1_Z35.9	妊娠期相关疾病，未特指的高危妊娠监督
OZ1_O14	妊娠期相关疾病，先兆子痫
OZ1_O41	妊娠期相关疾病，羊水和胎膜的其他疾患
OZ1_9	妊娠期相关疾病，其他
PB19	新生儿(出生年龄<29天)心血管手术
PC19	新生儿(出生年龄<29天)除心血管外复杂手术
PD19	新生儿(出生年龄<29天)腹部手术
PJ19	新生儿(出生年龄<29天)其他手术
PK19	新生儿伴呼吸机支持
PR19	新生儿呼吸窘迫综合征
PS19	极度发育不全(出生体重<1500g)
PS29	早产儿(出生体重1500-1999g)
PS39	早产儿(出生体重2000-2499g)
PS49	早产儿(出生体重>2499g)
PU19	足月儿相关疾病
PV19	源于新生儿(29天≤出生年龄<1周岁)诊断的婴儿疾病
QB1_41.5	脾切除术，全脾切除术
QB1_9	脾切除术，其他
QJ10	非特指部位、组织、器官的良性肿瘤手术，年龄小于18岁
QJ1_39.7	非特指部位、组织、器官的良性肿瘤手术，血管内操作
QJ1_40.2	非特指部位、组织、器官的良性肿瘤手术，淋巴结构的单纯性切除术
QJ1_99.2	非特指部位、组织、器官的良性肿瘤手术，注射或输注其他治疗性或预防性物质
QJ1_9	非特指部位、组织、器官的良性肿瘤手术，其他
QR19	移植物抗宿主病
QR20	网状内皮及免疫性疾病，年龄小于18岁
QR2_D70.x	网状内皮及免疫性疾病，周期性中性粒细胞减少症
QR2_D76.1	网状内皮及免疫性疾病，噬红细胞性淋巴细胞与组织细胞增多症
QR2_D84	网状内皮及免疫性疾病，其他免疫缺陷
QR2_I88	网状内皮及免疫性疾病，非特异性淋巴结炎
QR2_9	网状内皮及免疫性疾病，其他
QS1_D50.9	红细胞病及营养性贫血，未特指的缺铁性贫血
QS1_D52.0	红细胞病及营养性贫血，饮食性叶酸盐缺乏性贫血
QS1_D53.1	红细胞病及营养性贫血，其他巨幼细胞性贫血，不可归类在他处者
QS1_9	红细胞病及营养性贫血，其他
QS21	溶血性贫血，伴严重并发症或合并症
QS23	溶血性贫血，伴并发症或合并症
QS25	溶血性贫血，不伴并发症或合并症
QS39	重型再生障碍性贫血
QS41	其他再生障碍性贫血，伴严重并发症或合并症
QS43	其他再生障碍性贫血，伴并发症或合并症
QS45	其他再生障碍性贫血，不伴并发症或合并症
QS51	其他贫血，伴严重并发症或合并症
QS53	其他贫血，伴并发症或合并症
QS55	其他贫血，不伴并发症或合并症
QT1_D66.x	血栓与止血，血友病性关节炎
QT1_D69.0	血栓与止血，变应性[过敏性]紫癜
QT1_D69.4	血栓与止血，其他原发性血小板减少
QT1_D69.5	血栓与止血，继发性血小板减少
QT1_D69.6	血栓与止血，未特指的血小板减少
QT1_D68	血栓与止血，其他凝血缺陷
QT1_D69	血栓与止血，紫癜和其他出血性情况
QT1_9	血栓与止血，其他
RA1_03.9	淋巴瘤、白血病等伴重大手术，脊髓和椎管结构其他手术
RA1_40.5	淋巴瘤、白血病等伴重大手术，其他淋巴结根治性切除术
RA1_54.4	淋巴瘤、白血病等伴重大手术，腹膜组织的切除术或破坏术
RA1_54.5	淋巴瘤、白血病等伴重大手术，腹膜粘连松解术
RA1_40	淋巴瘤、白血病等伴重大手术，淋巴系统手术
RA1_9	淋巴瘤、白血病等伴重大手术，其他
RA21	淋巴瘤、白血病等伴其他手术，伴严重并发症或合并症
RA23	淋巴瘤、白血病等伴其他手术，伴并发症或合并症
RA25	淋巴瘤、白血病等伴其他手术，不伴并发症或合并症
RA39	骨髓增生性疾病或恶性增生性疾病等伴重大手术
RA49	骨髓增生性疾病或恶性增生性疾病等伴其他手术
RK10	急性白血病化学治疗和/或其他治疗，年龄小于18岁
RK11	急性白血病化学治疗和/或其他治疗，伴严重并发症或合并症
RK13	急性白血病化学治疗和/或其他治疗，伴并发症或合并症
RK15	急性白血病化学治疗和/或其他治疗，不伴并发症或合并症
RK21	淋巴瘤、多发骨髓瘤化学治疗和/或其他治疗，伴严重并发症或合并症
RK23	淋巴瘤、多发骨髓瘤化学治疗和/或其他治疗，伴并发症或合并症
RK25	淋巴瘤、多发骨髓瘤化学治疗和/或其他治疗，不伴并发症或合并症
RL1_92.2	恶性及增生性疾病放射治疗(体外照射),治疗性放射学和核医学
RL1_92.2_a	恶性及增生性疾病放射治疗(体外照射),治疗性放射学和核医学，TOMO
RL1_92.2_b	恶性及增生性疾病放射治疗(体外照射),治疗性放射学和核医学，SBRT
RL1_92.3	恶性及增生性疾病放射治疗(体外照射),立体定向放射外科
RL1_9	恶性及增生性疾病放射治疗(体外照射),其他
RL21	恶性及增生性疾病放射治疗(近距离照射),伴严重并发症或合并症
RL23	恶性及增生性疾病放射治疗(近距离照射),伴并发症或合并症
RL23_n	恶性及增生性疾病放射治疗(近距离照射),伴并发症或合并症，使用新技术新项目
RL25	恶性及增生性疾病放射治疗(近距离照射),不伴并发症或合并症
RL25_n	恶性及增生性疾病放射治疗(近距离照射),不伴并发症或合并症，使用新技术新项目
RM1_50.2	恶性及增生性疾病的介入、消融治疗，肝组织或病损的局部切除术或破坏术
RM1_99.2	恶性及增生性疾病的介入、消融治疗，注射或输注其他治疗性或预防性物质
RM1_39	恶性及增生性疾病的介入、消融治疗，血管其他手术
RM1_9	恶性及增生性疾病的介入、消融治疗，其他
RN10	恶性及增生性疾病的化学治疗和/或其他治疗，年龄小于18岁
